id,mother_id,father_id
DE00000090476,US00000081876,NL00000050501
NL00000091284,GB00000065715,NL00000050501
RU00000090481,GB00000076275,RU00000050326
GB00000090485,FR00000052041,FR00000051194
DE00000090487,,
RU00000090495,DE00000054928,NL00000050501
DE00000090496,GB00000068897,US00000051406
NL00000090498,NL00000081792,GB00000050793
GB00000091955,,
GB00000090509,RU00000080004,GB00000065164
NL00000090510,FR00000061149,GB00000051246
DE00000090519,GB00000065228,GB00000050782
US00000090521,FR00000070672,DE00000050360
FR00000090523,RU00000073689,GB00000078971
RU00000090524,DE00000058444,FR00000050452
DE00000092158,,
US00000090534,DE00000085823,GB00000088727
FR00000090536,RU00000059347,US00000070404
GB00000090539,GB00000064701,FR00000070530
US00000090542,,
FR00000090544,NL00000064031,US00000050818
DE00000092502,,
US00000090545,RU00000071135,NL00000051033
US00000090548,DE00000077083,FR00000050381
FR00000090549,FR00000061379,DE00000066819
FR00000090550,FR00000061167,NL00000050802
NL00000090551,NL00000091334,NL00000051057
US00000090553,GB00000089620,FR00000073423
RU00000090554,NL00000068200,FR00000050401
GB00000090555,RU00000069929,GB00000050692
US00000090558,NL00000082676,FR00000050398
RU00000090560,RU00000085400,US00000050349
DE00000090561,,
NL00000090563,DE00000090818,FR00000075198
GB00000090564,DE00000062694,NL00000051057
FR00000090565,,DE00000051345
FR00000092931,,
GB00000094191,,
NL00000090581,NL00000078872,GB00000089967
FR00000054223,NL00000080352,FR00000050381
NL00000054308,FR00000065019,RU00000058537
US00000090587,RU00000080171,GB00000050782
FR00000090589,RU00000053194,DE00000051222
NL00000090590,GB00000088592,US00000050818
FR00000090592,GB00000079984,GB00000050782
US00000090596,FR00000086036,GB00000070769
NL00000090598,,US00000050349
FR00000090599,FR00000055538,GB00000076682
NL00000090600,RU00000068469,GB00000051378
RU00000090605,,
GB00000090607,DE00000087689,RU00000051100
NL00000090608,GB00000060462,DE00000051238
NL00000090609,,RU00000050296
GB00000090611,GB00000077410,GB00000051000
FR00000090612,US00000052488,RU00000050469
NL00000090613,US00000072161,FR00000075982
US00000090614,US00000074657,US00000051365
GB00000090617,NL00000074237,GB00000051431
DE00000090618,FR00000056819,DE00000050487
NL00000090619,,
RU00000090620,,
FR00000090622,US00000051894,RU00000085429
FR00000090623,GB00000060985,US00000050818
DE00000090667,GB00000065339,US00000051406
RU00000090668,RU00000083467,RU00000050997
RU00000090669,GB00000081499,GB00000050782
NL00000090670,FR00000071204,RU00000050296
DE00000090671,,
US00000090675,RU00000077440,FR00000051194
RU00000090676,,
DE00000090679,DE00000088030,RU00000051247
GB00000090681,RU00000063033,RU00000051022
GB00000090682,GB00000077264,RU00000050296
DE00000090686,FR00000069780,FR00000050398
FR00000090687,US00000073982,DE00000089722
DE00000090689,RU00000081914,NL00000051430
US00000090691,DE00000090567,RU00000050997
NL00000090692,RU00000056394,US00000051406
DE00000090693,US00000081447,US00000050349
NL00000090694,RU00000053978,FR00000050367
RU00000090695,FR00000077339,US00000050349
US00000090708,,
FR00000090709,GB00000081803,DE00000077032
US00000090714,NL00000055330,FR00000050609
DE00000090715,RU00000067958,NL00000050802
RU00000090716,NL00000082247,NL00000050460
FR00000090717,GB00000076215,RU00000069804
RU00000090720,GB00000056549,US00000076660
US00000090721,DE00000077180,US00000051406
FR00000090722,NL00000061214,NL00000051257
US00000090723,GB00000063545,FR00000051052
US00000090725,DE00000065395,US00000089458
NL00000090726,NL00000071754,DE00000050630
GB00000090728,,FR00000091270
DE00000090729,DE00000087925,US00000050303
FR00000090730,RU00000087526,GB00000050793
NL00000090731,GB00000083956,FR00000050370
DE00000090732,NL00000071159,FR00000074457
NL00000090733,,DE00000050456
RU00000090734,,
RU00000090735,,
GB00000090736,GB00000056942,RU00000051022
DE00000090777,NL00000068440,NL00000050927
RU00000090778,US00000062218,US00000051012
FR00000090782,US00000055491,US00000050303
US00000090783,FR00000062324,FR00000051194
NL00000090784,NL00000080145,US00000050303
GB00000090786,,
NL00000090788,,
RU00000090800,NL00000087089,RU00000050326
US00000090801,FR00000087775,DE00000078189
NL00000090804,US00000059796,FR00000092378
DE00000090807,RU00000063496,NL00000090228
NL00000090809,RU00000051679,DE00000051110
RU00000090810,FR00000088825,FR00000080680
NL00000090811,FR00000067300,FR00000050367
FR00000090812,US00000073159,US00000080756
RU00000090814,FR00000077484,FR00000071144
RU00000090816,FR00000090536,FR00000050398
NL00000090817,US00000053559,NL00000050301
DE00000090818,,
US00000090827,RU00000064616,FR00000050421
FR00000090831,GB00000052770,FR00000050452
RU00000090832,RU00000071992,DE00000050736
GB00000090833,RU00000058177,GB00000051158
NL00000075253,US00000067743,GB00000050782
US00000090844,RU00000078387,US00000064217
GB00000090868,FR00000060179,DE00000089643
GB00000090872,GB00000076406,FR00000051116
GB00000090876,RU00000071900,US00000051365
RU00000090878,FR00000089161,GB00000079639
US00000090883,GB00000079838,DE00000050360
RU00000090885,NL00000089137,FR00000051304
DE00000090899,DE00000082654,NL00000051437
GB00000090905,RU00000071394,FR00000051052
FR00000090906,GB00000061078,GB00000088727
US00000090908,,
FR00000090911,NL00000061935,US00000051108
US00000090914,,RU00000050369
FR00000090915,US00000061895,FR00000051456
US00000090917,GB00000092273,DE00000051206
FR00000090925,,GB00000054608
NL00000090926,,US00000089831
GB00000090931,US00000070546,FR00000051052
NL00000090933,GB00000081099,DE00000051222
FR00000090934,US00000051980,FR00000051253
FR00000090935,NL00000065276,RU00000050499
FR00000090936,US00000058378,NL00000050382
FR00000090939,RU00000053208,US00000065159
US00000090940,RU00000073734,GB00000050910
NL00000090943,,US00000058091
RU00000090953,NL00000076096,DE00000082596
FR00000050319,DE00000050390,FR00000050370
GB00000050344,FR00000050295,US00000050343
FR00000050370,DE00000050311,DE00000050293
FR00000050452,US00000050864,FR00000050991
NL00000050506,NL00000051397,DE00000050456
NL00000051426,NL00000051436,DE00000050561
GB00000051428,RU00000051459,FR00000051167
RU00000090961,FR00000066528,FR00000050739
DE00000072303,US00000073495,GB00000050793
DE00000052028,DE00000069257,GB00000050995
FR00000052500,US00000093086,DE00000050487
US00000054084,FR00000075180,RU00000057358
NL00000056471,GB00000075727,FR00000050739
RU00000072313,DE00000058169,GB00000050782
GB00000056645,RU00000053976,GB00000050782
FR00000056748,FR00000053150,US00000050766
DE00000056833,FR00000057302,GB00000050344
FR00000058777,NL00000057703,FR00000051116
DE00000059092,RU00000080159,FR00000050398
FR00000059545,NL00000055146,GB00000050782
RU00000060994,GB00000085133,FR00000050739
RU00000061258,GB00000070481,DE00000050487
US00000061477,RU00000054760,DE00000051216
GB00000062015,US00000085004,NL00000050554
RU00000062827,RU00000081921,NL00000073449
DE00000064193,NL00000062010,DE00000050360
NL00000064661,GB00000071279,RU00000051141
FR00000065619,US00000075739,FR00000050398
DE00000065760,FR00000076594,US00000051342
RU00000066012,NL00000083451,NL00000051408
GB00000066273,DE00000091576,US00000050926
GB00000066582,GB00000091620,US00000051406
FR00000066646,RU00000081372,US00000050926
US00000067413,DE00000055327,NL00000050732
DE00000068630,US00000085347,GB00000050782
GB00000068952,NL00000061170,RU00000069804
US00000069018,GB00000058425,RU00000057358
DE00000070318,RU00000066454,US00000050766
GB00000070677,GB00000077259,FR00000056713
DE00000071193,US00000067849,DE00000050630
GB00000071475,RU00000078547,GB00000050995
RU00000071655,US00000056063,FR00000092123
DE00000071832,RU00000089045,GB00000092349
NL00000072041,FR00000085735,RU00000050997
DE00000072225,RU00000076268,GB00000050782
DE00000072415,GB00000089582,GB00000050793
NL00000073449,DE00000085336,DE00000050630
US00000074934,DE00000054755,FR00000050860
GB00000074935,NL00000078327,US00000051133
FR00000074964,GB00000068952,GB00000050782
FR00000075641,US00000089553,FR00000050398
RU00000076309,FR00000075641,GB00000050782
FR00000076418,US00000078867,FR00000051116
RU00000078571,US00000066793,NL00000080015
US00000078716,US00000055155,GB00000050995
US00000078860,US00000066569,US00000051321
GB00000078969,GB00000087164,US00000051406
GB00000078994,GB00000066100,US00000058091
FR00000079114,DE00000089904,FR00000056713
FR00000079530,US00000082427,NL00000058812
DE00000079630,DE00000063606,FR00000050398
US00000079758,NL00000066778,DE00000050878
GB00000079841,NL00000079410,US00000051133
GB00000080059,US00000062874,DE00000073683
RU00000081554,NL00000069460,RU00000050997
GB00000081577,US00000092876,US00000089831
GB00000081974,US00000062702,NL00000050802
GB00000082055,US00000067413,FR00000051052
GB00000084352,NL00000086784,GB00000051007
GB00000084445,NL00000078334,NL00000050382
DE00000084569,RU00000068604,DE00000051216
US00000084888,FR00000089009,US00000051133
NL00000085011,GB00000076358,FR00000050739
DE00000085191,RU00000081457,GB00000050782
RU00000085196,GB00000070527,US00000050303
GB00000085812,US00000078554,FR00000050452
US00000085885,GB00000061549,US00000051272
US00000085886,FR00000052375,NL00000051408
GB00000086739,DE00000061106,US00000051133
DE00000087279,NL00000081225,FR00000050739
DE00000087285,US00000067202,RU00000050997
GB00000088535,GB00000059991,DE00000050878
GB00000088778,GB00000068063,DE00000050487
DE00000089765,US00000093448,DE00000051238
NL00000090209,GB00000064673,NL00000050449
RU00000090660,NL00000080824,GB00000053540
NL00000092318,FR00000059546,US00000051068
US00000093351,RU00000063191,DE00000051216
US00000094226,FR00000094224,RU00000051141
US00000090008,RU00000072321,GB00000051218
DE00000090010,,
GB00000090013,FR00000069357,NL00000051057
GB00000090018,US00000076646,NL00000051425
DE00000090019,DE00000092692,GB00000050793
NL00000090020,RU00000056096,NL00000051401
US00000090021,NL00000085810,FR00000050370
DE00000090022,NL00000083575,US00000051406
FR00000090023,DE00000079157,FR00000051200
NL00000090024,,GB00000075763
RU00000090025,,NL00000050460
US00000090027,FR00000070440,RU00000057358
US00000090029,RU00000076779,GB00000050782
FR00000090030,US00000071467,US00000051455
FR00000090060,NL00000066888,FR00000050398
RU00000090061,RU00000053834,DE00000050360
US00000090063,DE00000089597,NL00000051055
US00000037764,DE00000004919,US00000001653
GB00000001213,,
RU00000001296,,
GB00000001918,GB00000001633,NL00000001316
US00000001953,GB00000001890,GB00000000711
RU00000051969,RU00000085822,FR00000050847
NL00000051994,GB00000090055,GB00000050782
US00000053074,FR00000057879,NL00000051259
RU00000053457,FR00000060118,FR00000050860
GB00000054247,US00000055716,DE00000050360
NL00000054473,RU00000072552,US00000050750
GB00000055398,US00000076900,DE00000051222
NL00000055681,NL00000083842,US00000051053
GB00000056507,US00000053069,FR00000051253
GB00000056961,FR00000072404,NL00000050927
GB00000057154,RU00000074860,RU00000057358
DE00000058184,DE00000061097,GB00000050782
DE00000058576,DE00000066873,NL00000051259
DE00000059470,NL00000059348,FR00000050398
FR00000059849,US00000064019,FR00000050739
NL00000061020,NL00000080035,FR00000050739
NL00000061183,GB00000075615,DE00000051222
GB00000002104,,
US00000062822,RU00000091663,US00000051342
NL00000063316,GB00000066273,US00000050766
FR00000063917,NL00000072273,GB00000050782
DE00000064053,FR00000066944,US00000051068
NL00000066138,NL00000053888,GB00000092349
DE00000066184,RU00000056962,DE00000050487
NL00000066317,GB00000060841,NL00000051033
DE00000066683,GB00000071901,DE00000079357
NL00000066886,RU00000069271,FR00000050739
NL00000067543,RU00000063540,GB00000050782
US00000068499,DE00000092909,US00000050926
GB00000068508,US00000089497,GB00000050782
RU00000068769,RU00000087141,NL00000051408
DE00000068781,DE00000085309,US00000059567
RU00000068922,GB00000067705,FR00000050847
RU00000069598,NL00000064392,GB00000050995
DE00000070507,GB00000085638,FR00000050860
FR00000070572,FR00000059323,NL00000051408
FR00000070775,RU00000055850,FR00000050860
NL00000071125,FR00000066787,DE00000050630
FR00000071511,RU00000080980,FR00000050739
GB00000071756,DE00000064899,NL00000050449
DE00000071770,GB00000074767,US00000051256
NL00000072425,GB00000084242,NL00000080481
RU00000072510,NL00000067629,RU00000051141
GB00000072569,FR00000089207,NL00000050382
US00000073898,FR00000087395,NL00000051408
FR00000074457,FR00000076771,DE00000050487
RU00000002492,NL00000003600,FR00000001165
GB00000075057,RU00000080742,FR00000051339
US00000076202,RU00000052940,DE00000050487
RU00000076999,US00000089335,FR00000058777
NL00000077429,FR00000055528,FR00000050739
NL00000079799,DE00000072080,FR00000051339
FR00000079907,FR00000078921,NL00000050449
FR00000080784,GB00000061991,GB00000050782
NL00000080984,NL00000061315,NL00000051377
RU00000081409,US00000065363,FR00000051339
RU00000081509,US00000079125,GB00000050793
NL00000081653,GB00000069906,RU00000050997
FR00000082940,US00000084930,FR00000051456
FR00000090656,US00000092876,GB00000050793
DE00000089761,DE00000075381,US00000050349
FR00000089762,DE00000054432,US00000051455
FR00000089767,US00000070513,NL00000050460
FR00000089773,US00000057861,DE00000051206
NL00000089774,NL00000087388,RU00000058537
GB00000089778,RU00000085960,US00000050303
GB00000089779,RU00000053545,US00000050818
US00000089827,US00000075286,FR00000051194
RU00000089828,NL00000059684,FR00000050492
US00000089829,,FR00000050421
RU00000089830,RU00000080205,NL00000051057
US00000089831,DE00000053543,US00000050349
FR00000089832,,DE00000050791
DE00000089833,FR00000055609,US00000050303
FR00000089834,US00000079151,FR00000051456
GB00000089836,DE00000076121,GB00000051007
FR00000089837,NL00000075130,FR00000051116
US00000089839,,
US00000089843,,
US00000089844,RU00000060506,US00000091740
US00000089845,,
US00000089846,US00000050936,FR00000051130
GB00000089847,DE00000053546,DE00000051280
DE00000089848,FR00000084745,FR00000050991
RU00000089849,GB00000055376,RU00000051022
FR00000089851,RU00000092168,GB00000050782
GB00000089898,DE00000066556,FR00000051255
RU00000089899,FR00000058387,FR00000050398
GB00000089901,,DE00000050360
FR00000089902,RU00000084873,NL00000057463
DE00000089904,NL00000071002,GB00000092349
RU00000089905,,
RU00000089907,,
US00000089908,US00000065869,GB00000051000
US00000089910,,
NL00000089911,GB00000065420,US00000051012
RU00000089912,NL00000057746,NL00000065740
RU00000089913,FR00000061429,GB00000050443
GB00000089914,GB00000071217,DE00000061365
DE00000089915,,
US00000089917,GB00000056639,GB00000050793
FR00000089918,DE00000070169,FR00000051052
NL00000089920,DE00000051717,NL00000051234
RU00000089922,NL00000071313,RU00000051002
US00000089923,DE00000053382,DE00000051235
GB00000089924,DE00000056009,GB00000050782
GB00000089925,,
US00000089928,RU00000085918,NL00000050501
RU00000089929,GB00000093094,US00000051406
FR00000089932,RU00000089892,FR00000087432
NL00000089934,RU00000061762,US00000050303
FR00000089944,,
NL00000089948,GB00000055615,US00000050349
NL00000089951,FR00000063970,DE00000089643
DE00000089998,GB00000062808,NL00000050802
NL00000000666,,
DE00000000978,,
DE00000000983,NL00000001558,NL00000000439
NL00000050318,DE00000050390,FR00000050370
GB00000050391,NL00000050481,RU00000050524
DE00000050399,FR00000050436,DE00000050360
RU00000050400,DE00000050397,US00000050420
DE00000050509,GB00000050522,NL00000050501
GB00000051420,FR00000050693,GB00000050568
GB00000051433,NL00000051452,US00000050715
FR00000090088,DE00000083630,RU00000091431
NL00000005443,GB00000037100,GB00000002348
NL00000090099,US00000073061,DE00000050360
DE00000090122,US00000065705,US00000051135
DE00000090134,DE00000071947,GB00000051378
DE00000090135,DE00000089687,DE00000050313
DE00000007771,,
NL00000090145,GB00000081458,NL00000051033
RU00000090146,US00000087323,GB00000074776
NL00000008740,RU00000013407,US00000001653
GB00000009615,,
DE00000009723,GB00000048569,GB00000001788
GB00000009791,RU00000042976,RU00000002115
NL00000009879,DE00000043529,GB00000000557
FR00000009917,DE00000041638,RU00000003147
US00000009987,GB00000028691,US00000003013
DE00000010016,,RU00000004022
FR00000011539,,GB00000001696
GB00000011689,FR00000030571,NL00000000474
FR00000021853,RU00000023297,RU00000002115
GB00000027535,,
NL00000028182,,
RU00000028773,,
US00000033437,FR00000020557,US00000002804
DE00000038841,,
NL00000044260,,
GB00000044473,,
US00000090323,US00000080088,US00000051365
NL00000090326,RU00000065652,RU00000050326
GB00000090329,DE00000067990,US00000051406
NL00000049741,,
DE00000090335,FR00000091670,DE00000074789
RU00000009078,GB00000045541,FR00000001933
RU00000090338,FR00000065619,FR00000051052
DE00000018582,FR00000028835,US00000001653
RU00000018649,RU00000004001,FR00000002718
DE00000093000,GB00000065262,NL00000064251
RU00000036871,US00000031252,GB00000002348
RU00000042201,FR00000007724,DE00000001742
US00000093015,US00000059154,US00000053387
GB00000093019,FR00000083640,FR00000050367
NL00000093021,DE00000060299,FR00000088924
DE00000093022,GB00000089582,GB00000050793
US00000093024,NL00000055094,NL00000051057
FR00000093025,RU00000055773,FR00000074457
GB00000093026,US00000062645,US00000089831
RU00000093027,DE00000073340,FR00000050401
NL00000093030,US00000083497,FR00000051339
US00000093032,DE00000069942,FR00000050401
RU00000093034,FR00000082436,FR00000050401
GB00000093035,GB00000066527,DE00000051222
GB00000093036,,
FR00000093037,GB00000083677,RU00000051141
NL00000093051,NL00000052239,DE00000051331
FR00000023777,RU00000043490,RU00000000639
DE00000093062,RU00000070784,FR00000069765
DE00000093063,GB00000077336,US00000051365
GB00000093158,US00000088678,FR00000050398
DE00000037621,NL00000003941,RU00000002787
FR00000037650,NL00000008282,DE00000003760
US00000037661,DE00000019513,NL00000001832
GB00000037662,FR00000038418,FR00000001971
DE00000037673,DE00000017413,US00000002522
DE00000037675,GB00000034128,US00000000235
FR00000037720,RU00000037016,RU00000003766
NL00000037722,DE00000048449,RU00000001107
DE00000037723,GB00000025774,DE00000001628
US00000037724,DE00000017719,RU00000001410
RU00000037725,GB00000019529,GB00000001696
NL00000037727,FR00000006759,US00000002567
US00000037732,RU00000022225,FR00000002907
NL00000023789,GB00000021161,FR00000000479
GB00000037773,NL00000047943,US00000002804
US00000037778,RU00000011174,GB00000001918
US00000023791,GB00000031565,RU00000001663
NL00000004123,US00000033611,GB00000002122
NL00000093188,FR00000054731,NL00000051425
FR00000093189,,GB00000051378
FR00000093191,DE00000084335,DE00000051364
NL00000000696,,
US00000000697,FR00000000460,RU00000000314
NL00000000701,,
NL00000000702,,
DE00000000703,FR00000002228,RU00000000936
US00000000705,,
DE00000000706,,
GB00000000707,,
NL00000000708,,
FR00000000709,US00000001225,DE00000001375
US00000000710,,
FR00000093201,NL00000063599,FR00000051052
FR00000000712,US00000000929,GB00000000890
GB00000000713,,RU00000000777
DE00000000714,FR00000000221,DE00000001781
RU00000000715,FR00000000558,NL00000000866
US00000000717,FR00000001757,FR00000001165
FR00000000719,GB00000000582,
DE00000000720,,
US00000000722,RU00000000771,US00000000545
DE00000000723,GB00000000270,GB00000000349
GB00000000724,,
RU00000000727,,
NL00000000729,NL00000001872,FR00000000947
US00000000730,,
RU00000000731,NL00000000537,GB00000000711
DE00000000733,,
FR00000000734,,
RU00000000735,,
DE00000000732,FR00000001288,FR00000001197
NL00000093202,RU00000068064,US00000050349
US00000093203,NL00000065092,US00000062977
FR00000000736,US00000001258,FR00000001004
GB00000000737,,
NL00000000738,FR00000040437,FR00000000638
DE00000000739,,
GB00000000742,,
GB00000000743,US00000001232,GB00000001158
RU00000000744,GB00000000415,GB00000000299
NL00000000745,,
GB00000000746,US00000001490,DE00000000190
FR00000000747,GB00000000172,FR00000000081
FR00000000748,DE00000002442,DE00000002233
US00000000750,RU00000000715,DE00000000781
RU00000000753,,DE00000001137
NL00000000754,NL00000000617,DE00000000758
GB00000000755,US00000000302,GB00000000321
GB00000000756,,
DE00000000757,,
DE00000000758,GB00000000798,RU00000000936
RU00000000759,GB00000000798,RU00000000936
GB00000000760,,
DE00000000761,,
RU00000000762,NL00000000362,US00000000204
DE00000000763,GB00000000845,DE00000000749
RU00000000764,NL00000001660,FR00000000652
DE00000000765,,
NL00000000767,DE00000000763,RU00000001166
RU00000000768,,
FR00000000769,DE00000001236,DE00000000480
DE00000000770,,
RU00000000771,,
DE00000000772,US00000000385,GB00000000299
GB00000000773,,
FR00000000776,,
FR00000000778,NL00000000015,US00000000924
FR00000000779,DE00000000694,RU00000001030
FR00000000780,GB00000000320,NL00000000440
GB00000000782,NL00000000702,FR00000000081
GB00000000783,NL00000000819,NL00000000057
DE00000000785,NL00000000662,RU00000001005
DE00000000786,,FR00000000007
US00000000788,NL00000000918,FR00000001165
DE00000000789,,
FR00000000790,DE00000000882,RU00000000541
US00000000791,,
FR00000000792,,
NL00000000794,FR00000001178,RU00000000203
DE00000000796,,
DE00000000797,US00000000347,RU00000001082
GB00000000798,GB00000001037,RU00000000092
NL00000000799,US00000000589,GB00000000585
GB00000000801,,
US00000000802,FR00000000028,US00000000716
GB00000000803,,
FR00000000804,US00000000337,US00000000303
GB00000000805,,
US00000000806,US00000002024,FR00000001269
NL00000000807,,
GB00000000808,FR00000001813,GB00000001138
NL00000000809,NL00000001694,FR00000000318
DE00000000813,NL00000000227,RU00000001065
FR00000000814,DE00000002620,US00000000382
RU00000000816,,
US00000000817,DE00000001185,NL00000000346
NL00000000818,US00000000443,GB00000001099
NL00000000819,,RU00000000203
FR00000000821,NL00000001228,GB00000000612
GB00000000822,GB00000001317,DE00000000904
GB00000000824,NL00000002011,US00000000752
NL00000000825,,
NL00000000826,DE00000020144,DE00000003570
FR00000000828,FR00000000987,RU00000000323
NL00000000829,NL00000000227,RU00000000859
DE00000000830,US00000000122,DE00000000082
FR00000000831,,
FR00000000832,RU00000000999,NL00000000357
GB00000000833,,
GB00000000834,RU00000001342,RU00000001280
GB00000000835,,
RU00000000836,RU00000001321,FR00000001269
GB00000000837,,
RU00000000839,,
DE00000000840,US00000001590,FR00000000371
RU00000000841,FR00000000842,GB00000000246
FR00000000842,,NL00000001812
US00000000844,GB00000000822,RU00000001007
GB00000000845,,DE00000000027
US00000000846,NL00000000283,NL00000000322
FR00000000847,RU00000001195,RU00000000092
DE00000000848,RU00000001917,FR00000001269
GB00000000850,US00000002829,NL00000000569
US00000000851,US00000000551,GB00000000585
RU00000000852,NL00000001012,GB00000000612
GB00000000853,,
NL00000000861,US00000033469,US00000000158
NL00000000862,RU00000001605,FR00000000652
GB00000000865,,
FR00000000869,NL00000000227,FR00000000991
GB00000000870,NL00000000794,GB00000001164
US00000000871,,
RU00000000872,,
GB00000000873,,
GB00000000874,RU00000000254,RU00000000092
NL00000000876,,
FR00000000879,RU00000000920,US00000000197
RU00000000880,,
FR00000000881,FR00000000032,GB00000000890
DE00000000882,,
US00000000883,GB00000001910,RU00000028773
GB00000000884,DE00000001267,US00000000458
FR00000000886,,
RU00000000887,US00000009380,DE00000001052
GB00000000888,NL00000000193,RU00000000088
GB00000000889,GB00000001140,DE00000001137
GB00000000890,NL00000001160,GB00000000208
NL00000000891,,
US00000000892,DE00000002505,NL00000000606
NL00000000893,FR00000033376,FR00000000447
NL00000000894,FR00000000693,DE00000000428
FR00000000895,US00000000929,RU00000001064
FR00000093206,NL00000069515,GB00000051322
NL00000000896,DE00000000968,GB00000001223
GB00000000897,GB00000001153,DE00000000813
GB00000000898,FR00000000130,GB00000000041
DE00000000901,FR00000000291,US00000000382
US00000000902,FR00000001704,DE00000000151
DE00000000903,US00000001337,DE00000001002
DE00000000904,,
FR00000000905,US00000000107,FR00000000381
RU00000000906,RU00000000930,US00000000421
RU00000000907,GB00000000387,GB00000000297
GB00000000908,,
FR00000000912,RU00000000860,GB00000000801
GB00000000913,US00000001304,DE00000001141
RU00000000914,US00000001057,RU00000000623
FR00000000915,RU00000001192,DE00000000311
RU00000000917,,DE00000000944
NL00000000918,,
US00000000919,US00000000788,GB00000000299
RU00000000920,,
RU00000000922,NL00000000273,GB00000001022
NL00000000923,DE00000001108,FR00000001027
US00000000924,DE00000001244,DE00000000739
GB00000000925,FR00000019371,NL00000000357
RU00000000926,,US00000000197
US00000000927,NL00000000442,GB00000000890
DE00000000928,GB00000018431,NL00000000003
US00000000929,DE00000001862,FR00000002045
RU00000000930,,
US00000000931,RU00000001205,RU00000000647
NL00000000939,RU00000000050,US00000000476
DE00000000940,,
DE00000000941,,
US00000000945,,GB00000000711
FR00000000947,,RU00000001062
GB00000000948,FR00000000736,DE00000000482
US00000000949,,RU00000001065
FR00000000950,RU00000000816,FR00000001165
GB00000000952,DE00000001072,RU00000000481
RU00000000953,RU00000000906,US00000001189
US00000000954,FR00000000487,GB00000000208
DE00000000955,GB00000000512,US00000000545
US00000000956,US00000000963,US00000000545
FR00000000958,FR00000000804,FR00000000509
GB00000000959,,US00000001275
RU00000000961,GB00000000355,US00000000545
FR00000000962,FR00000000769,DE00000000797
US00000000963,FR00000000513,GB00000000299
FR00000000964,NL00000001216,FR00000000427
FR00000000965,RU00000000731,US00000001044
DE00000000968,NL00000000698,US00000000158
DE00000000970,RU00000001134,RU00000000643
FR00000000972,,
DE00000000973,,
DE00000000974,RU00000001697,FR00000001027
US00000000975,NL00000001972,US00000000214
GB00000000976,,
RU00000000977,GB00000000743,US00000000954
US00000000979,DE00000002039,DE00000000813
DE00000000981,,
FR00000000982,,
GB00000000984,NL00000000729,US00000001521
NL00000000985,GB00000002390,GB00000000976
US00000000988,NL00000003601,NL00000000439
GB00000000989,,
FR00000000990,,
FR00000000991,FR00000003630,GB00000000890
US00000000992,DE00000000527,GB00000000711
RU00000000993,,
DE00000000994,NL00000000774,FR00000000725
NL00000000995,US00000000046,FR00000003588
GB00000000997,RU00000002503,RU00000000664
RU00000000998,RU00000001239,US00000003759
NL00000001001,GB00000002471,US00000000334
DE00000001002,NL00000000490,RU00000000266
FR00000001004,,DE00000000796
US00000001008,NL00000044260,GB00000000299
NL00000001009,US00000000222,DE00000001074
NL00000001012,,FR00000000318
US00000001013,,
FR00000001014,US00000000979,GB00000000711
US00000001000,DE00000009888,DE00000007771
US00000001016,,
GB00000001017,,
GB00000001018,FR00000000990,NL00000001247
GB00000001019,RU00000000906,US00000000695
NL00000001021,,
US00000001023,NL00000000893,RU00000001036
NL00000001024,,
GB00000001025,US00000000141,FR00000001165
GB00000001026,US00000000002,US00000000545
FR00000000987,FR00000000240,
