id,ebv
RU00000008793,504.4
GB00000008824,101.2
GB00000004665,-343.3
FR00000004669,698.8
NL00000004712,752.9
FR00000004716,629.0
RU00000004731,663.3
NL00000004735,457.1
DE00000004736,194.0
GB00000004742,690.1
GB00000004778,1165.8
US00000004806,805.3
RU00000004809,413.6
RU00000004810,671.4
GB00000009412,1050.5
NL00000009413,1047.8
NL00000009415,948.8
RU00000009432,1038.1
DE00000009457,635.5
NL00000009466,418.4
US00000009493,613.5
FR00000009525,1012.2
FR00000009570,1020.9
NL00000009585,721.3
NL00000009593,1119.9
NL00000009608,734.4
FR00000011357,753.1
RU00000011359,983.6
GB00000008880,889.6
GB00000008887,840.1
GB00000008935,451.2
GB00000008948,343.3
US00000008952,839.3
FR00000008955,646.5
RU00000008959,419.9
GB00000009016,611.2
FR00000009017,397.2
GB00000012926,900.3
DE00000012932,798.2
RU00000012951,1153.5
US00000012954,596.8
RU00000012970,458.9
DE00000012971,753.1
RU00000012974,548.4
GB00000012978,746.9
NL00000012987,419.9
FR00000012992,205.5
DE00000013019,1073.5
FR00000013068,683.3
RU00000009644,1110.5
RU00000009659,409.4
NL00000009662,1007.6
GB00000009674,346.8
DE00000009675,556.0
NL00000009682,168.6
DE00000009691,343.3
FR00000009692,906.0
US00000009697,987.9
US00000009700,546.5
RU00000009701,787.8
FR00000009702,987.0
NL00000009705,891.9
RU00000009706,612.6
NL00000009707,914.3
NL00000009709,313.6
FR00000009711,684.2
NL00000009713,1280.5
GB00000009714,494.8
FR00000009718,935.7
FR00000009719,985.0
DE00000009745,263.4
RU00000009747,603.4
RU00000009748,157.0
DE00000009823,465.9
GB00000011398,492.2
NL00000011402,609.6
US00000011403,634.6
US00000011443,689.7
FR00000011448,1049.8
NL00000011494,1165.5
RU00000011511,1131.1
DE00000011545,343.3
DE00000011546,1090.0
FR00000011547,933.7
GB00000011548,343.3
GB00000009878,932.6
FR00000009890,1224.0
FR00000009895,987.1
RU00000009903,939.4
US00000009913,611.5
DE00000009952,915.8
NL00000009965,884.4
GB00000010033,1427.7
FR00000010043,250.2
NL00000010056,655.4
US00000010057,811.4
RU00000011560,910.3
RU00000011565,918.6
DE00000011572,526.2
RU00000011577,384.9
FR00000011610,895.3
DE00000011618,56.8
FR00000011644,441.1
RU00000011721,827.6
FR00000011772,396.5
FR00000011780,165.2
NL00000013082,519.7
US00000013084,661.3
NL00000013098,1022.3
NL00000013126,1038.7
RU00000013148,824.9
DE00000013154,669.1
DE00000013162,419.9
NL00000013193,425.5
RU00000013200,818.6
NL00000013223,615.5
DE00000013225,754.0
DE00000013226,936.4
GB00000013227,483.8
NL00000013229,1025.5
FR00000013230,1235.6
RU00000013231,340.9
RU00000011786,-1013.5
RU00000011796,512.7
DE00000011808,492.1
GB00000011809,1121.5
GB00000011810,467.0
DE00000011811,748.5
US00000011812,494.8
RU00000011813,397.2
RU00000011814,1200.6
FR00000011841,981.1
FR00000011845,444.3
DE00000010098,531.2
RU00000010110,479.4
RU00000010142,561.2
NL00000010145,343.3
FR00000010147,740.7
DE00000010169,558.5
NL00000010171,985.8
GB00000010194,528.0
NL00000010223,999.0
GB00000010235,1222.0
FR00000010264,351.9
FR00000010269,588.9
US00000010270,489.4
NL00000010271,945.7
GB00000010272,1208.9
NL00000011987,656.0
GB00000012011,847.3
FR00000012042,1203.5
FR00000012047,986.1
DE00000012060,1085.0
RU00000012069,787.8
NL00000012091,700.0
RU00000012098,671.8
FR00000012099,826.3
NL00000012145,1083.0
NL00000012146,383.7
GB00000012165,473.9
FR00000012170,404.1
RU00000013378,-148.6
DE00000013393,724.1
FR00000013415,831.9
DE00000013446,396.8
DE00000013449,308.2
RU00000013470,-168.7
FR00000013474,723.3
NL00000013484,584.6
RU00000013489,476.3
GB00000013502,584.1
RU00000012190,790.7
FR00000012202,732.3
GB00000012203,564.0
RU00000012205,1309.3
GB00000012206,1315.9
DE00000010292,829.8
FR00000010296,419.9
DE00000010301,752.5
GB00000010346,1157.8
RU00000010348,33.9
DE00000010360,858.1
RU00000010395,359.4
FR00000010410,413.0
DE00000010412,1298.9
US00000010446,430.3
GB00000010447,884.5
FR00000010448,555.3
RU00000012216,397.2
DE00000012243,1122.0
DE00000012273,640.9
RU00000012276,253.8
RU00000012286,950.7
US00000012297,832.2
NL00000012344,780.5
GB00000012374,1100.1
US00000012420,564.8
FR00000012438,814.8
US00000012450,1176.5
DE00000012456,781.7
NL00000013518,990.9
NL00000013529,1012.3
DE00000013553,566.8
NL00000013568,266.2
DE00000013594,612.2
NL00000013597,903.6
NL00000013600,1017.8
NL00000013604,1299.5
DE00000013669,1266.1
US00000013676,448.0
GB00000013682,615.5
GB00000013702,398.1
DE00000013715,-365.5
NL00000013735,828.9
GB00000012472,701.7
DE00000012483,323.6
GB00000012489,-303.3
DE00000010568,839.5
GB00000010580,1124.0
DE00000010621,605.0
RU00000010622,963.6
GB00000010624,392.9
RU00000010642,778.9
DE00000010683,903.4
NL00000010705,787.7
DE00000010714,737.1
NL00000010718,640.6
RU00000010728,592.7
NL00000010733,818.7
RU00000010740,677.1
NL00000012507,550.9
DE00000012509,343.3
US00000012510,343.3
GB00000012512,343.3
US00000012515,642.8
NL00000012516,504.1
FR00000012518,741.2
NL00000012520,343.3
DE00000012521,343.3
US00000012522,381.3
US00000012524,933.2
NL00000012526,808.3
NL00000012528,1073.8
RU00000012529,1255.5
GB00000012530,343.3
FR00000012531,948.9
NL00000012532,512.9
NL00000012533,343.3
US00000012568,732.3
DE00000012638,122.7
RU00000012639,433.1
US00000012645,617.1
US00000012704,488.1
GB00000012712,419.9
US00000012732,549.9
DE00000013775,-131.3
NL00000013776,731.6
DE00000013779,369.8
GB00000013784,408.1
GB00000013790,653.3
FR00000013798,739.2
DE00000013818,397.2
US00000013822,378.3
DE00000013831,522.3
NL00000013857,397.2
GB00000013868,419.9
FR00000013938,25.2
FR00000014000,-340.3
NL00000014004,966.2
RU00000014037,300.0
NL00000010752,894.2
NL00000010786,406.2
DE00000010787,369.8
US00000010793,814.9
FR00000010795,976.2
RU00000010802,108.9
DE00000010828,867.4
GB00000010834,419.9
US00000010839,424.2
NL00000010843,822.8
NL00000012796,-260.7
FR00000012848,369.8
RU00000012864,1214.5
US00000016229,642.7
GB00000016325,668.7
NL00000016334,369.8
US00000016337,612.9
FR00000016362,209.0
FR00000016364,1016.8
RU00000016371,423.7
DE00000016379,808.6
DE00000016391,436.9
NL00000016401,895.5
US00000014054,1015.3
DE00000014060,849.0
US00000014067,1150.6
FR00000014134,877.1
NL00000014147,338.7
RU00000014162,1241.6
US00000014163,397.2
GB00000014166,1192.1
FR00000014176,377.9
FR00000014199,774.2
DE00000014213,1039.2
DE00000014220,584.0
RU00000014235,419.9
US00000014239,1026.9
RU00000014244,663.1
RU00000014252,397.2
NL00000014305,1083.6
GB00000014307,324.2
NL00000014309,622.3
GB00000014310,574.7
NL00000014311,682.5
US00000014314,683.5
GB00000014317,1241.6
FR00000014377,340.6
DE00000014381,1004.9
NL00000014384,611.3
US00000014505,758.2
DE00000014506,1083.2
FR00000014515,874.7
FR00000014568,129.3
NL00000014587,613.6
GB00000014591,558.4
DE00000014613,1040.5
NL00000014615,704.8
DE00000014616,1172.0
FR00000014617,810.8
US00000014861,400.1
RU00000014901,809.9
GB00000014907,1184.6
RU00000014913,871.1
FR00000014922,397.2
FR00000014926,222.9
US00000014927,454.3
RU00000014931,663.8
NL00000014994,412.2
NL00000014998,419.9
GB00000015033,1043.7
DE00000015041,880.1
GB00000015047,343.3
US00000010967,1003.6
GB00000010969,842.5
US00000010989,369.8
US00000010998,1001.7
RU00000011049,466.4
NL00000011062,428.7
FR00000011077,343.3
NL00000011104,271.0
FR00000011105,757.0
GB00000011106,1078.1
NL00000011265,955.2
RU00000011272,1005.9
NL00000011276,201.9
GB00000011287,886.5
FR00000011307,365.2
US00000018576,489.2
NL00000018577,472.7
NL00000018585,352.6
US00000018592,699.6
US00000018600,602.6
RU00000018620,718.7
DE00000018664,1040.9
US00000018665,1272.3
FR00000018677,1087.7
US00000018678,831.3
RU00000018679,419.9
NL00000018767,347.6
GB00000018776,1305.1
US00000018778,946.8
GB00000018794,836.8
DE00000018795,905.7
GB00000018865,732.2
GB00000018871,856.0
GB00000018902,920.3
GB00000018933,1053.8
RU00000018937,427.2
DE00000018938,873.5
NL00000018940,627.5
FR00000018958,614.7
US00000018961,259.2
NL00000018967,207.0
RU00000018970,420.0
FR00000018973,343.3
FR00000018975,569.8
DE00000018977,975.5
FR00000019014,691.4
US00000019028,597.6
GB00000019138,585.3
FR00000019139,1041.9
DE00000019160,369.8
RU00000019206,420.1
FR00000016455,-398.4
DE00000016492,681.0
GB00000016529,1107.5
RU00000016536,419.9
FR00000016552,1189.8
GB00000016565,1151.9
FR00000016593,849.6
FR00000016594,115.2
NL00000015056,382.6
RU00000015057,801.4
GB00000015059,1290.2
US00000015073,689.7
US00000015085,765.0
NL00000015093,753.6
GB00000015133,492.4
DE00000015169,288.1
US00000015196,514.4
FR00000015204,516.8
NL00000015222,735.5
US00000015230,682.0
DE00000016610,302.7
US00000016616,1402.7
US00000016660,343.3
US00000016679,675.3
GB00000016713,1110.2
GB00000016728,923.5
FR00000016741,981.9
DE00000019213,685.4
US00000019249,576.7
GB00000019250,892.5
FR00000019291,369.8
RU00000019302,584.5
RU00000019321,869.2
DE00000019345,747.6
NL00000019433,719.2
NL00000019439,1058.7
FR00000016774,546.3
GB00000016800,1122.1
DE00000016814,574.4
US00000015244,835.6
FR00000015276,518.7
RU00000015280,1065.5
GB00000015327,971.7
NL00000015328,432.9
GB00000015329,864.2
RU00000015330,656.9
NL00000015333,790.9
FR00000015334,1041.0
DE00000015335,869.3
NL00000015338,1193.9
RU00000015339,415.0
US00000015340,535.8
FR00000015341,864.4
FR00000015343,494.8
DE00000015344,343.3
RU00000015345,1135.1
NL00000015346,343.3
US00000015348,863.5
GB00000015350,1397.5
GB00000015351,765.9
FR00000015352,242.6
US00000015353,699.0
NL00000015354,1056.5
DE00000015356,1210.5
GB00000015357,1059.6
GB00000015358,749.0
US00000015360,817.9
FR00000015361,679.0
RU00000015362,478.3
NL00000015369,830.8
DE00000015370,570.5
DE00000015383,-624.8
RU00000015384,920.1
NL00000015411,976.2
FR00000015414,1107.9
FR00000015417,904.1
DE00000015419,807.4
US00000015420,983.2
NL00000015421,623.5
DE00000015423,835.0
NL00000015425,665.2
NL00000015428,741.7
RU00000015429,669.3
RU00000015430,816.8
RU00000015431,514.6
FR00000015432,916.7
US00000015434,1139.1
DE00000015436,1178.6
US00000015437,661.7
GB00000015438,478.3
GB00000015439,914.5
US00000015441,692.0
RU00000015442,518.5
US00000015445,1008.6
DE00000016855,544.3
FR00000016867,967.1
DE00000016868,638.5
FR00000016869,992.9
FR00000016961,557.0
RU00000016999,-565.3
GB00000017031,419.9
GB00000017034,612.9
NL00000017055,564.8
DE00000017068,846.9
US00000017071,847.1
US00000017083,1144.5
GB00000017088,4.9
RU00000017099,670.4
NL00000017100,622.4
DE00000017136,940.8
FR00000017137,501.4
DE00000017154,332.1
DE00000019560,343.3
US00000019575,1189.3
GB00000019607,956.6
DE00000019644,133.8
US00000019655,953.6
FR00000019660,888.5
FR00000015446,692.0
DE00000015447,880.9
NL00000015448,411.4
NL00000015449,201.0
GB00000015450,905.8
DE00000015451,804.9
RU00000015452,692.0
DE00000015453,542.5
DE00000015455,1551.8
NL00000015456,628.7
NL00000015457,1146.1
DE00000015458,710.8
US00000015459,-22.1
DE00000015460,995.0
GB00000015473,241.6
US00000015474,1011.9
RU00000015475,692.0
DE00000015476,908.2
GB00000015478,692.0
RU00000015480,1285.4
FR00000015511,271.0
GB00000015588,459.0
NL00000015594,1079.9
GB00000015644,696.4
FR00000015651,684.8
US00000015703,596.3
NL00000015717,913.4
DE00000017167,1122.7
NL00000017170,348.0
NL00000017195,732.2
FR00000017197,610.9
DE00000017231,419.9
US00000017241,528.7
FR00000017264,365.9
GB00000017271,494.8
GB00000017272,1043.4
NL00000017273,1167.6
GB00000017280,701.8
US00000017304,1109.6
NL00000017315,826.2
DE00000017348,1104.6
DE00000017349,1011.3
GB00000017353,343.3
NL00000017381,787.9
DE00000017384,-243.7
GB00000017385,249.6
FR00000017392,549.4
DE00000017415,841.8
NL00000017431,343.3
NL00000017435,551.7
FR00000017461,661.4
FR00000017498,385.7
US00000017503,787.4
DE00000017505,850.7
RU00000017506,-0.5
US00000017561,284.5
FR00000017587,705.8
FR00000017592,854.2
FR00000015739,429.1
NL00000015750,767.5
GB00000015755,520.8
RU00000015788,860.1
RU00000015791,791.9
DE00000015796,872.8
GB00000015800,990.2
DE00000015810,-658.8
US00000015815,883.2
NL00000015827,696.9
GB00000015855,854.6
FR00000015868,485.0
DE00000015880,369.8
NL00000015884,851.0
NL00000015885,927.4
RU00000015887,571.1
GB00000015888,494.8
FR00000015889,696.7
GB00000015891,772.8
DE00000017711,314.7
FR00000019721,705.6
FR00000019722,567.6
GB00000019723,-762.9
FR00000019737,459.4
DE00000019863,419.9
RU00000019869,749.3
NL00000019898,360.9
NL00000019929,857.0
FR00000019935,866.7
NL00000019940,1097.2
RU00000019955,419.9
DE00000019966,996.4
RU00000020007,588.7
RU00000017758,369.8
GB00000017765,940.9
DE00000017791,942.9
US00000017831,343.3
FR00000017849,839.8
NL00000017851,407.4
US00000015945,806.1
RU00000016033,931.1
FR00000016037,1194.2
GB00000016039,977.3
DE00000016091,397.1
DE00000016112,596.9
NL00000016113,1125.6
RU00000016115,689.4
FR00000020064,713.6
FR00000020070,156.5
FR00000020096,347.0
GB00000020099,193.5
FR00000020102,343.3
FR00000020105,870.0
US00000020106,343.3
DE00000020109,871.1
FR00000020161,628.3
DE00000020219,807.1
GB00000020256,964.8
RU00000017917,1015.5
US00000017918,592.3
GB00000017926,592.1
RU00000017960,911.9
DE00000017961,619.4
US00000017962,343.3
DE00000017966,1074.0
US00000017968,451.2
US00000017974,764.0
GB00000017979,957.4
US00000017996,419.9
NL00000017998,450.9
US00000018028,1242.8
US00000018039,494.9
FR00000018042,610.5
GB00000018051,521.9
FR00000018108,1258.6
FR00000018112,111.7
FR00000016140,981.3
FR00000016155,547.7
US00000016166,883.0
FR00000016170,419.9
GB00000016171,837.3
GB00000016174,775.1
GB00000016175,494.8
RU00000016176,413.4
GB00000021638,612.5
RU00000021645,347.0
RU00000021647,439.2
NL00000021662,169.0
RU00000021666,916.0
US00000021718,893.7
RU00000021759,754.1
RU00000021781,-157.9
NL00000021785,449.6
FR00000020293,341.1
GB00000020329,1059.3
RU00000020340,68.5
RU00000020343,1239.4
US00000020405,343.3
US00000020406,780.4
DE00000020407,521.4
RU00000020439,840.9
FR00000020513,-309.1
RU00000018142,611.1
RU00000018156,901.7
RU00000018182,897.4
FR00000018217,204.0
FR00000018218,654.5
GB00000018236,496.6
RU00000018237,528.1
NL00000018242,419.9
FR00000018246,343.3
FR00000018247,668.5
US00000018248,267.3
DE00000018249,900.2
DE00000018251,343.3
FR00000018252,343.3
US00000018253,343.3
NL00000018254,1113.8
RU00000018256,648.3
FR00000018257,777.7
DE00000018258,494.8
NL00000018259,1108.6
GB00000018260,634.8
US00000018263,1192.6
GB00000018264,343.3
GB00000018268,721.5
GB00000018272,343.3
US00000018273,1043.7
DE00000018274,734.9
GB00000018275,478.3
GB00000018279,690.1
US00000018280,947.8
FR00000021835,800.1
RU00000021836,1055.5
GB00000021854,366.6
US00000021857,-70.4
US00000021864,356.6
FR00000021873,-318.1
RU00000021983,1307.6
FR00000022007,878.6
NL00000022038,-149.8
DE00000022060,1025.2
FR00000020561,479.1
NL00000020577,693.9
DE00000020584,800.3
FR00000020620,672.6
DE00000020627,831.5
RU00000020629,720.3
NL00000020644,1178.6
FR00000020667,667.2
FR00000020708,298.0
GB00000020710,924.6
NL00000020717,419.9
RU00000018305,50.8
NL00000020776,494.2
FR00000020783,940.1
RU00000020784,993.3
RU00000020786,220.6
NL00000020788,749.7
NL00000020790,75.9
GB00000020791,759.9
GB00000020805,765.2
NL00000020809,1004.2
DE00000020867,987.1
RU00000020868,475.1
FR00000020873,1183.9
GB00000020876,1107.6
FR00000020914,872.8
FR00000020930,452.3
US00000020974,761.2
US00000020981,789.5
FR00000020995,957.7
GB00000021037,848.5
DE00000021055,129.6
GB00000021066,1093.8
RU00000021067,948.3
US00000021068,419.9
GB00000021069,397.2
RU00000021074,913.3
DE00000021075,231.7
RU00000021076,494.8
GB00000021078,799.2
DE00000021079,562.1
DE00000021080,674.7
GB00000021081,763.7
DE00000021082,755.7
NL00000021083,1237.4
DE00000021084,788.8
GB00000021087,48.2
US00000021088,494.8
US00000021091,343.3
US00000021092,463.9
FR00000021093,494.8
FR00000021094,343.3
RU00000021095,343.3
RU00000021097,372.9
FR00000021099,494.8
GB00000021101,494.8
GB00000021102,661.4
DE00000021143,289.0
DE00000021175,845.2
NL00000021176,-262.7
US00000021206,-664.7
DE00000021216,-357.0
DE00000021286,1043.3
FR00000021299,869.3
FR00000021348,878.2
NL00000021427,684.2
RU00000021431,1117.5
GB00000021432,659.2
DE00000021448,378.0
RU00000021492,985.9
FR00000021502,931.3
FR00000021533,875.8
GB00000021535,615.0
NL00000021536,698.0
DE00000021537,343.3
NL00000021538,821.8
GB00000021560,805.3
FR00000021561,780.7
RU00000021569,573.1
FR00000021584,757.2
GB00000021600,904.9
RU00000024385,1164.9
NL00000024431,343.3
NL00000024441,472.3
FR00000024446,1142.2
DE00000024495,465.7
DE00000024528,1344.5
RU00000022110,436.4
NL00000022145,974.8
GB00000022198,706.7
FR00000022210,427.6
RU00000022213,147.6
FR00000022245,494.8
US00000022246,1004.7
DE00000022247,801.4
DE00000022252,369.8
US00000022257,747.6
DE00000022260,369.8
US00000022284,369.8
RU00000022348,-210.5
DE00000022353,861.6
RU00000022354,815.6
RU00000022387,419.9
FR00000022394,458.4
RU00000022427,1051.6
RU00000022430,956.0
RU00000022461,343.3
DE00000022487,826.9
US00000022488,1090.3
NL00000022502,-477.3
NL00000022557,462.1
DE00000022606,362.9
GB00000022674,437.5
RU00000022704,916.1
NL00000022711,369.8
FR00000022717,1140.1
GB00000022718,987.9
NL00000022741,258.9
NL00000022749,1161.5
GB00000022751,1101.6
FR00000022818,343.3
NL00000022850,651.6
FR00000022852,903.7
NL00000022858,934.2
RU00000022900,215.8
NL00000022915,553.7
FR00000022930,1139.7
DE00000022939,364.9
FR00000022941,747.0
DE00000022959,719.7
DE00000022988,308.0
GB00000023004,819.9
RU00000018345,653.1
GB00000018406,1122.5
DE00000018412,539.5
NL00000018423,762.4
RU00000018442,357.5
FR00000018443,343.3
GB00000018451,343.3
US00000018477,523.6
FR00000024554,432.9
DE00000024584,458.2
FR00000024633,237.9
DE00000024645,343.3
GB00000024648,366.5
RU00000018498,1104.9
RU00000018508,600.4
FR00000018512,837.1
NL00000018559,591.8
FR00000018564,1062.8
NL00000018566,1126.4
US00000023086,1141.0
RU00000023146,610.4
NL00000023157,1049.9
RU00000023198,985.5
US00000023199,419.9
FR00000023200,551.5
NL00000023201,848.8
GB00000023228,506.2
RU00000023286,669.3
US00000023293,-57.8
FR00000027601,931.6
US00000027630,938.9
GB00000027650,458.2
GB00000027664,835.3
US00000024838,462.7
GB00000024854,794.0
DE00000024860,-166.7
RU00000024888,657.7
RU00000025022,419.9
US00000025029,998.5
RU00000025069,612.3
RU00000027702,787.2
FR00000027725,845.2
US00000027742,830.8
GB00000027791,682.0
RU00000023330,675.9
FR00000023339,813.0
US00000023358,551.9
NL00000023363,639.8
NL00000023396,315.2
GB00000023398,1070.3
DE00000023403,419.9
GB00000023447,744.6
DE00000023476,1041.9
US00000023483,666.5
FR00000023499,1000.2
NL00000023504,1158.4
RU00000023507,686.5
GB00000023529,552.4
NL00000027812,454.7
RU00000027829,598.9
DE00000027871,667.8
US00000027872,309.1
GB00000027874,666.2
GB00000027875,1190.1
FR00000025083,583.0
RU00000025084,581.7
NL00000025086,1100.6
GB00000025128,658.0
DE00000025148,929.3
US00000025151,277.0
RU00000025162,807.2
NL00000025206,367.5
NL00000025220,594.8
FR00000025231,948.4
US00000025233,840.7
US00000025236,855.9
GB00000027977,970.6
DE00000027978,907.9
FR00000028016,75.1
GB00000023568,365.8
GB00000023616,800.6
FR00000023618,885.1
NL00000023619,685.6
RU00000023620,419.9
NL00000023621,1005.1
RU00000023622,500.9
RU00000023623,711.9
DE00000023624,947.9
US00000023635,991.6
FR00000023636,817.4
NL00000023637,395.1
NL00000023656,792.9
US00000023729,996.7
US00000023732,397.2
US00000023778,744.9
DE00000028025,708.7
US00000028096,815.1
RU00000028097,735.9
US00000028102,874.6
FR00000025300,-25.8
NL00000025305,868.8
GB00000025310,561.1
DE00000025366,628.5
FR00000025369,386.9
FR00000025371,494.8
DE00000025372,805.2
RU00000025374,363.9
GB00000025375,908.7
GB00000025518,482.3
GB00000025531,487.3
GB00000025553,736.4
FR00000028116,871.1
NL00000023848,1003.9
RU00000023853,845.7
FR00000023858,-168.7
DE00000023861,922.5
